ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): WEST VIRGINIA

School Name,State Name [Public School] Latest available year,School ID (7-digit) – NCES Assigned [Public School] 2024-25,School ID (7-digit) – NCES Assigned [Public School] 2023-24,School ID (7-digit) – NCES Assigned [Public School] 2022-23,School ID (7-digit) – NCES Assigned [Public School] 2021-22,School ID (7-digit) – NCES Assigned [Public School] 2020-21,School ID (7-digit) – NCES Assigned [Public School] 2019-20,School ID (7-digit) – NCES Assigned [Public School] 2018-19,School ID (7-digit) – NCES Assigned [Public School] 2017-18,School ID (7-digit) – NCES Assigned [Public School] 2016-17,School ID (7-digit) – NCES Assigned [Public School] 2015-16,School ID (7-digit) – NCES Assigned [Public School] 2014-15,School Name [Public School] 2024-25,Agency Name [Public School] 2024-25,County Name [Public School] 2024-25,Start of Year Status [Public School] 2024-25,Start of Year Status [Public School] 2023-24,Start of Year Status [Public School] 2022-23,Start of Year Status [Public School] 2021-22,Start of Year Status [Public School] 2020-21,Start of Year Status [Public School] 2019-20,Start of Year Status [Public School] 2018-19,Start of Year Status [Public School] 2017-18,Start of Year Status [Public School] 2016-17,Start of Year Status [Public School] 2015-16,Start of Year Status [Public School] 2014-15,Updated Status [Public School] 2024-25,Updated Status [Public School] 2023-24,Updated Status [Public School] 2022-23,Updated Status [Public School] 2021-22,Updated Status [Public School] 2020-21,Updated Status [Public School] 2019-20,Updated Status [Public School] 2018-19,Updated Status [Public School] 2017-18,Updated Status [Public School] 2016-17,Updated Status [Public School] 2015-16,Updated Status [Public School] 2014-15,Effective Date of Updated Status [Public School] 2024-25,Effective Date of Updated Status [Public School] 2023-24,Effective Date of Updated Status [Public School] 2022-23,Effective Date of Updated Status [Public School] 2021-22,Effective Date of Updated Status [Public School] 2020-21,Effective Date of Updated Status [Public School] 2019-20,Effective Date of Updated Status [Public School] 2018-19,Effective Date of Updated Status [Public School] 2017-18,Effective Date of Updated Status [Public School] 2016-17,Effective Date of Updated Status [Public School] 2015-16,Effective Date of Updated Status [Public School] 2014-15,Latitude [Public School] 2024-25,Latitude [Public School] 2023-24,Latitude [Public School] 2022-23,Latitude [Public School] 2021-22,Latitude [Public School] 2020-21,Latitude [Public School] 2019-20,Latitude [Public School] 2018-19,Latitude [Public School] 2017-18,Latitude [Public School] 2016-17,Latitude [Public School] 2015-16,Latitude [Public School] 2014-15,Longitude [Public School] 2024-25,Longitude [Public School] 2023-24,Longitude [Public School] 2022-23,Longitude [Public School] 2021-22,Longitude [Public School] 2020-21,Longitude [Public School] 2019-20,Longitude [Public School] 2018-19,Longitude [Public School] 2017-18,Longitude [Public School] 2016-17,Longitude [Public School] 2015-16,Longitude [Public School] 2014-15
LEWIS COUNTY HIGH SCHOOL,West Virginia,5400472,5400472,5400472,5400472,5400472,5400472,5400472,5400472,5400472,5400472,5400472,Lewis County High School,Lewis County Schools,Lewis County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:53 ,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,39.019710,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793,-80.478793
LEWISBURG ELEMENTARY,West Virginia,5400233,5400233,5400233,5400233,5400233,5400233,5400233,5400233,5400233,5400233,5400233,Lewisburg Elementary,Greenbrier County Schools,Greenbrier County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:15 ,37.802902,37.802902,37.802902,37.802902,37.802902,37.802902,37.802902,37.802902,37.800659,37.801639,37.801639,-80.453889,-80.453889,-80.453889,-80.453889,-80.453889,-80.453889,-80.453889,-80.453889,-80.440358,-80.440850,-80.440850
LIBERTY ELEMENTARY SCHOOL,West Virginia,†,†,†,†,†,†,†,†,†,†,5400263,†,†,†,†,†,†,†,†,†,†,†,†,†,2-Closed,†,†,†,†,†,†,†,†,†,†,2-Closed,†,†,†,†,†,†,†,†,†,†,26OCT2015:14:41:57 ,†,†,†,†,†,†,†,†,†,†,40.416554,†,†,†,†,†,†,†,†,†,†,-80.542986
LIBERTY HIGH SCHOOL,West Virginia,5400298,5400298,5400298,5400298,5400298,5400298,5400298,5400298,5400298,5400298,5400298,Liberty High School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:44 ,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,39.276232,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744,-80.397744
LIBERTY HIGH SCHOOL,West Virginia,5400961,5400961,5400961,5400961,5400961,5400961,5400961,5400961,5400961,5400961,5400961,Liberty High School,Raleigh County Schools,Raleigh County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:15 ,37.795079,37.795079,37.795079,37.795079,37.795079,37.795079,37.795079,37.795079,37.816307,37.816307,37.816307,-81.332969,-81.332969,-81.332969,-81.332969,-81.332969,-81.332969,-81.332969,-81.332969,-81.357800,-81.357800,-81.357800
LIBERTY MIDDLE SCHOOL,WEST VIRGINIA,5401625,†,†,†,†,†,†,†,†,†,†,Liberty Middle School,Harrison County Schools,Harrison County,7-Future,†,†,†,†,†,†,†,†,†,†,7-Future,†,†,†,†,†,†,†,†,†,†,07/30/2025         ,†,†,†,†,†,†,†,†,†,†,39.276232,†,†,†,†,†,†,†,†,†,†,-80.397744,†,†,†,†,†,†,†,†,†,†
LINCOLN COUNTY HIGH SCHOOL,West Virginia,5401245,5401245,5401245,5401245,5401245,5401245,5401245,5401245,5401245,5401245,5401245,Lincoln County High School,Lincoln County Schools,Lincoln County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:57 ,38.275691,38.275691,38.275691,38.275691,38.275691,38.275691,38.275691,38.275691,38.279010,38.276414,38.276414,-82.116833,-82.116833,-82.116833,-82.116833,-82.116833,-82.116833,-82.116833,-82.116833,-82.100986,-82.117103,-82.117103
LINCOLN HIGH SCHOOL,West Virginia,5401238,5401238,5401238,5401238,5401238,5401238,5401238,5401238,5401238,5401238,5401238,Lincoln High School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:44 ,39.380623,39.380623,39.380623,39.380623,39.380623,39.380623,39.380623,39.380623,39.395803,39.380620,39.380403,-80.310842,-80.310842,-80.310842,-80.310842,-80.310842,-80.310842,-80.310842,-80.310842,-80.297129,-80.310841,-80.309759
LINCOLN MIDDLE SCHOOL,West Virginia,5401453,5401453,5401453,5401453,5401453,5401453,5401453,5401453,5401453,5401453,5401453,Lincoln Middle School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:41 ,39.376870,39.376870,39.376870,39.376870,39.376870,39.376870,39.376870,39.376870,39.376870,39.380775,39.376636,-80.345982,-80.345982,-80.345982,-80.345982,-80.345982,-80.345982,-80.345982,-80.345982,-80.345982,-80.310281,-80.346003
LITTLE BIRCH ELEMENTARY SCHOOL,West Virginia,5400068,5400068,5400068,5400068,5400068,5400068,5400068,5400068,5400068,5400068,5400068,Little Birch Elementary School,Braxton County Schools,Braxton County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:26 ,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,38.579570,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789,-80.709789
LIZEMORE ELEMENTARY SCHOOL,West Virginia,†,5400153,5400153,5400153,5400153,5400153,5400153,5400153,5400153,5400153,5400153,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:52 ,†,38.330775,38.330775,38.330775,38.330775,38.330775,38.330775,38.330775,38.330775,38.330775,38.330816,†,-81.179371,-81.179371,-81.179371,-81.179371,-81.179371,-81.179371,-81.179371,-81.179371,-81.179371,-81.179149
LOGAN ELEMENTARY SCHOOL,West Virginia,5400520,5400520,5400520,5400520,5400520,5400520,5400520,5400520,5400520,5400520,5400520,Logan Elementary School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:02 ,37.852228,37.852228,37.852228,37.852228,37.852228,37.852228,37.852228,37.852228,37.852228,37.852228,37.852337,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994496,-81.994456
LOGAN MIDDLE SCHOOL,West Virginia,5400519,5400519,5400519,5400519,5400519,5400519,5400519,5400519,5400519,5400519,5400519,Logan Middle School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:04 ,37.849774,37.849774,37.849774,37.849774,37.849774,37.849774,37.849774,37.849774,37.849774,37.851884,37.851884,-81.995920,-81.995920,-81.995920,-81.995920,-81.995920,-81.995920,-81.995920,-81.995920,-81.995920,-81.995806,-81.995806
LOGAN SENIOR HIGH SCHOOL,West Virginia,5400521,5400521,5400521,5400521,5400521,5400521,5400521,5400521,5400521,5400521,5400521,Logan Senior High School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:06 ,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,37.852094,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794,-81.995794
LONG DRAIN SCHOOL,West Virginia,5401125,5401125,5401125,5401125,5401125,5401125,5401125,5401125,5401125,5401125,5401125,Long Drain School,Wetzel County Schools,Wetzel County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:03 ,39.661633,39.661633,39.661633,39.661633,39.661633,39.661633,39.661633,39.661633,39.661633,39.637726,39.661614,-80.484493,-80.484493,-80.484493,-80.484493,-80.484493,-80.484493,-80.484493,-80.484493,-80.484493,-80.482424,-80.484450
LORRIE YEAGER JUVENILE CENTER,West Virginia,†,†,†,†,5400974,5400974,5400974,5400974,5400974,5400974,5400974,†,†,†,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,†,†,†,†,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:52 ,†,†,†,†,39.252741,39.252741,39.252741,39.252741,39.252517,39.252517,39.252517,†,†,†,†,-81.564021,-81.564021,-81.564021,-81.564021,-81.565143,-81.565143,-81.565143
LOST CREEK ELEMENTARY SCHOOL,West Virginia,5400300,5400300,5400300,5400300,5400300,5400300,5400300,5400300,5400300,5400300,5400300,Lost Creek Elementary School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:33 ,39.186852,39.186852,39.163621,39.163621,39.163621,39.163621,39.163621,39.163621,39.163621,39.164229,39.164229,-80.387077,-80.387077,-80.349906,-80.349906,-80.349906,-80.349906,-80.349906,-80.349906,-80.349906,-80.349521,-80.349521
LUBECK ELEMENTARY SCHOOL,West Virginia,5401161,5401161,5401161,5401161,5401161,5401161,5401161,5401161,5401161,5401161,5401161,Lubeck Elementary School,Wood County Schools,Wood County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:13 ,39.236707,39.236707,39.236707,39.236707,39.236707,39.236707,39.236707,39.236707,39.236707,39.237067,39.237067,-81.629011,-81.629011,-81.629011,-81.629011,-81.629011,-81.629011,-81.629011,-81.629011,-81.629011,-81.628358,-81.628358
LUMBERPORT ELEMENTARY SCHOOL,West Virginia,5400301,5400301,5400301,5400301,5400301,5400301,5400301,5400301,5400301,5400301,5400301,Lumberport Elementary School,Harrison County Schools,Harrison County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:13:33 ,39.377338,39.377338,39.377338,39.377338,39.377338,39.377338,39.377338,39.377338,39.377338,39.377537,39.376780,-80.348866,-80.348866,-80.348866,-80.348866,-80.348866,-80.348866,-80.348866,-80.348866,-80.348866,-80.349237,-80.348381
MABSCOTT ELEMENTARY,West Virginia,5400963,5400963,5400963,5400963,5400963,5400963,5400963,5400963,5400963,5400963,5400963,Mabscott Elementary,Raleigh County Schools,Raleigh County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:17:08 ,37.771646,37.771646,37.771646,37.771646,37.771646,37.771646,37.771646,37.771646,37.771646,37.772726,37.771319,-81.205991,-81.205991,-81.205991,-81.205991,-81.205991,-81.205991,-81.205991,-81.205991,-81.205991,-81.203376,-81.206186
MADISON ELEMENTARY,West Virginia,5400042,5400042,5400042,5400042,5400042,5400042,5400042,5400042,5400042,5400042,5400042,Madison Elementary,Boone County Schools,Boone County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:17 ,38.062834,38.062834,38.062834,38.062834,38.062834,38.062834,38.062834,38.062834,38.062834,38.062729,38.062729,-81.816755,-81.816755,-81.816755,-81.816755,-81.816755,-81.816755,-81.816755,-81.816755,-81.816755,-81.816223,-81.816223
MADISON ELEMENTARY SCHOOL,West Virginia,5401162,5401162,5401162,5401162,5401162,5401162,5401162,5401162,5401162,5401162,5401162,Madison Elementary School,Wood County Schools,Wood County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:13 ,39.283542,39.283542,39.283542,39.283542,39.283542,39.283542,39.283542,39.283542,39.283542,39.283807,39.283807,-81.533615,-81.533615,-81.533615,-81.533615,-81.533615,-81.533615,-81.533615,-81.533615,-81.533615,-81.533910,-81.533910
MADISON ELEMENTARY SCHOOL,West Virginia,5400861,5400861,5400861,5400861,5400861,5400861,5400861,5400861,5400861,5400861,5400861,Madison Elementary School,Ohio County Schools,Ohio County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:16:31 ,40.072319,40.072319,40.072319,40.072319,40.072319,40.072319,40.072319,40.072319,40.072319,40.072202,40.072202,-80.733597,-80.733597,-80.733597,-80.733597,-80.733597,-80.733597,-80.733597,-80.733597,-80.733597,-80.733578,-80.733578
MADISON MIDDLE SCHOOL,West Virginia,5401324,5401324,5401324,5401324,5401324,5401324,5401324,5401324,5401324,5401324,5401324,Madison Middle School,Boone County Schools,Boone County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:12:21 ,38.072485,38.072485,38.072485,38.072485,38.072485,38.072485,38.072485,38.072485,38.073169,38.073311,38.073311,-81.827692,-81.827692,-81.827692,-81.827692,-81.827692,-81.827692,-81.827692,-81.827692,-81.830401,-81.826361,-81.826361
MAGNOLIA HIGH SCHOOL,West Virginia,5401126,5401126,5401126,5401126,5401126,5401126,5401126,5401126,5401126,5401126,5401126,Magnolia High School,Wetzel County Schools,Wetzel County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:18:06 ,39.646175,39.646175,39.646175,39.646175,39.646175,39.646175,39.646175,39.646175,39.646175,39.646315,39.646315,-80.860703,-80.860703,-80.860703,-80.860703,-80.860703,-80.860703,-80.860703,-80.860703,-80.860703,-80.860675,-80.860675
MALDEN ELEMENTARY SCHOOL,West Virginia,5400416,5400416,5400416,5400416,5400416,5400416,5400416,5400416,5400416,5400416,5400416,Malden Elementary School,Kanawha County Schools,Kanawha County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:24 ,38.300807,38.300807,38.300807,38.300807,38.300807,38.300807,38.300807,38.300807,38.300807,38.300930,38.300930,-81.558321,-81.558321,-81.558321,-81.558321,-81.558321,-81.558321,-81.558321,-81.558321,-81.558321,-81.558150,-81.558150
MAN ELEMENTARY SCHOOL,West Virginia,5401251,5401251,5401251,5401251,5401251,5401251,5401251,5401251,5401251,5401251,5401251,Man Elementary School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:04 ,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.730234,37.730234,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.838357,-81.838357
MAN MIDDLE SCHOOL,West Virginia,5401060,5401060,5401060,5401060,5401060,5401060,5401060,5401060,5401060,5401060,5401060,Man Middle School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:14:58 ,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.727391,37.730234,37.746649,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.855119,-81.838357,-81.869900
MAN SENIOR HIGH SCHOOL,West Virginia,5400524,5400524,5400524,5400524,5400524,5400524,5400524,5400524,5400524,5400524,5400524,Man Senior High School,Logan County Schools,Logan County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:07 ,37.730498,37.730498,37.730498,37.730498,37.730498,37.730498,37.730498,37.730498,37.730498,37.730498,37.733269,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.876757,-81.874930
MANNINGTON MIDDLE SCHOOL,West Virginia,5401284,5401284,5401284,5401284,5401284,5401284,5401284,5401284,5401284,5401284,5401284,Mannington Middle School,Marion County Schools,Marion County,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,1-Open,07/30/2025         ,07/31/2024         ,08/30/2023         ,04/06/2022         ,05/31/2021         ,07/09/2020         ,07/18/2019         ,07/05/2018         ,04/10/2017         ,08/08/16           ,19FEB2015:10:15:14 ,39.528802,39.528802,39.528802,39.528802,39.528802,39.528802,39.528802,39.528802,39.528802,39.528890,39.528890,-80.343796,-80.343796,-80.343796,-80.343796,-80.343796,-80.343796,-80.343796,-80.343796,-80.343796,-80.344424,-80.344424
